"""130""","""Samedi 5 octobre – v. m. de V.""","""1""","""MS 69/E""","""MS 6 F4/1e""","""2""","""1""",,"""1""","""<p>1 f.</p>""","""3""","""3""",,"""1""",,"""1935-10-05""","""2""",,,,"""1""",,"""<p>Transcrit dans le fichier d&rsquo;in&eacute;dits.</p>""",,,"""1"""
"""133""","""Canzonetta""","""1""","""MS 9/F""","""MS 1 I/8a""","""13""","""1""",,"""1""","""<p>2 ff.</p>""","""4""","""3""","""<p>Stylo &agrave; bille, noir</p>
<p>Crayon, gris</p>""","""1""",,"""1953-03""","""2""",,,"""518""","""1""","""oui""",,"""<p>Une chanson en italien, copi&eacute;e deux fois. Au verso d&rsquo;un des feuillets, d&eacute;but d&rsquo;une lettre &agrave; Ercole Sambuco, dat&eacute;e du 28 mars 1957.</p>""",,"""1"""
"""135""","""Canzone di Togliatti""","""1""","""MS 9/G""","""MS 1 I/8c""","""13""","""1""","""oui""","""1""","""<p>1 f.</p>""","""4""","""1""","""<p>Stylo bille, bleu</p>""","""1""",,"""1956-10-25""","""4""",,,,"""1""","""oui""",,"""<p>Une chanson en italien, qui a peut-&ecirc;tre &eacute;t&eacute; utilis&eacute;e pour la r&eacute;daction de [Biblio 344] repris dans [Biblio 518]. Avec une enveloppe oblit&eacute;r&eacute;e le 25 octobre 1956.</p>""",,"""1"""
"""139""","""[Angle de Monnéaz]""","""1""","""CRLR GR MS 10/B""","""MS 4 H/3a""","""2""","""1""",,"""5""","""<p>1 f.</p>""","""1""","""1""",,"""1""",,"""????""","""1""",,,,"""1""",,,"""<p>L&rsquo;enveloppe porte un cachet postal du 5 novembre 1948.</p>""",,"""1"""
"""143""","""Petit texte p[our] le bulletin de la Guilde de février 1945""","""1""","""CEI 20/D""","""MS 4 D/17a""","""2""","""1""",,"""1""","""<p>1 f.</p>""","""3""","""1""",,"""1""",,"""1945-02""","""3""",,,,"""1""",,,"""<p>Note qui mentionne le texte au recto, ""La grange de M&eacute;moire"", expliquant son abandon au profit d&rsquo;une lettre &agrave; Ren&eacute; Balsiger (voir [Biblio 240]).</p>""","""oui""","""3"""
"""180""","""Le herseur solitaire - le guide""","""1""","""CRLR GR MS 12/F""","""MS 2 F/5b""","""13""","""1""",,"""1""","""<p>1 f. recto verso</p>""","""4""","""3""",,"""1""","""1949, vers ou après*""",,"""1""",,,,"""1""",,,"""<p>Titre complet: &laquo; Le herseur solitaire - le guide - ou incantation - ou Travers&eacute;e - tant de ""titres"" inutiles &raquo; Note d&rsquo;intention suivie de trois extraits de Journal &agrave; propos de Ren&eacute; Balsiger et d&rsquo;Andr&eacute; Ramseyer. Parenth&egrave;se I : Journal, &laquo; Enclave &raquo;, 3 octobre 1949 Parenth&egrave;se II : Journal, 12 novembre 1948 Parenth&egrave;se III : Journal, 2 d&eacute;cembre 1948</p>""",,"""2"""
"""194""","""L’Enclave - à René Balsiger""","""1""",,"""CG 24""","""2""","""1""",,"""5""",,"""1""","""6""",,"""1""",,"""1949-04-10""","""4""",,,,"""1""",,,"""<p>A propos de &laquo; L&rsquo;Enclave &raquo; d&eacute;di&eacute; &agrave; RB, paru le 4 juin 1949 ?</p>""",,"""2"""
"""196""","""Montheron, 15 mai""","""1""","""MS 62/B""","""MS 6 B3/6a""","""2""","""1""",,"""4""","""<p>1 f.</p>""","""3""","""1""",,"""1""","""?, 15 mai""","""1941""","""2""",,,,"""1""",,,"""<p>Au-dessus de la note se trouve une autre note, concernant Mallarm&eacute; (Igitur) et Robert (&laquo; la toile de Capri &raquo;).</p>""",,"""2"""
"""199""","""[Battoir de Correvon dimanche après-midi 1er septembre]""","""1""","""CRLR GR MS 64/J/1""","""MS 6 C2/2a""","""2""","""1""",,"""1""","""<p>1 f.</p>""","""1""","""6""",,"""1""","""????-09-01""",,"""1""",,,,"""1""",,,,,"""2"""
"""200""","""[Pour moi, tout ce qu’écrit Nerval…]""","""1""","""MS 6/E""","""MS 1 G/5a""","""3""","""1""",,"""1""","""<p>1 f.</p>""","""4""","""3""","""<p>Plume, noir</p>""","""1""",,,"""1""",,,,"""1""","""oui""",,"""<p>Texte a priori in&eacute;dit, retranscrit.</p>
<p>Au verso de&nbsp;&laquo;&nbsp;[Envisager ce texte &ndash; peut-&ecirc;tre tr&egrave;s bref&hellip;]&nbsp;&raquo;.</p>""",,"""3"""
"""217""","""Vendredi Saint 52""","""1""",,"""MS 6 G5/5a""","""2""","""1""",,"""9""","""<p>Michelangiolo, <em>Rime</em>, 1927.</p>""","""1""","""6""",,"""1""","""1952-04-11""",,"""1""",,,,"""1""",,"""<p>Transcrit dans le fichier des in&eacute;dits.</p>""",,,"""3"""
"""218""","""[… mais il n’y a plus ce fond de féerie éparse…]""","""1""",,"""CG 133""","""3""","""1""",,"""1""","""<p>Au dos du ""Rapport"" li&eacute; &agrave; l&rsquo;attribution &agrave; Catherine Colomb du prix des Ecrivains vaudois.</p>""","""3""","""1""","""<p>Stylo bleu</p>""","""1""",,"""1956-04""","""3""",,,"""339""","""1""",,,,,"""2"""
"""219""","""[fruits : pulpe cuits]""","""1""",,"""CG 151""","""13""","""1""",,"""6""","""<p>Dos d&rsquo;une lettre de Madeleine Daulte, 16 octobre 1932</p>""","""3""","""1""",,"""1""",,"""1932-10-16""","""4""",,,,"""1""",,"""<p>Une (ou deux ?) recette de cuisine : quelque chose avec des fruits, et &laquo; Truffe au chocolat &raquo;.</p>""",,,"""3"""
"""223""","""Nivéole""","""1""","""MS 65/24/1""","""MS 6 E1/30a""","""1""","""1""",,"""1""","""<p>1 f.</p>""","""3""","""1""",,"""1""",,,"""1""",,,,"""1""",,,"""<p>Le document porte la date du ""dimanche 3 f&eacute;vrier"". &Agrave; c&ocirc;t&eacute; de ""Niv&eacute;ole"", soulign&eacute; deux fois, le mot ""Bois-gentil"" l&rsquo;est une fois.</p>
<p>Au verso d&rsquo;un manuscrit de ""Grodek"" (Trakl).</p>""",,"""3"""
"""224""","""""Si proche…""""","""1""",,"""CG 236/61""","""13""","""1""",,"""5""",,"""1""","""6""",,"""1""",,"""1951-09-11""","""4""",,,,"""1""",,,"""<p>Parmi plusieurs listes de choses &agrave; faire, de d&eacute;penses, on lit : ""Si proche, le xxxx d&rsquo;eau vive et d&rsquo;&eacute;cumes que ma main tremble et plonge/tombe au xxxx glac&eacute;</p>""",,"""2"""
"""226""","""[Où es-tu?]""","""1""","""MS 14/17""","""MS 4 C/4a""","""3""","""1""",,"""4""","""<p>1 f.</p>""","""3""","""1""",,"""1""",,"""1932""","""2""",,,"""186""","""1""",,,,,"""1"""
"""236""","""[Sans trève]""","""1""","""MS 14/45""","""MS 2 E/10a""","""3""","""1""",,"""1""","""<p>1 f.</p>
<p>Au verso de ""Jeunes paysans dans la lumi&egrave;re""</p>""","""3""","""1""","""<p>Stylo feutre, bleu</p>""","""1""",,"""1949-05""","""2""",,,"""278""","""1""",,,"""<p>Traduction d&rsquo;un po&egrave;me de Werner Weber.</p>""",,"""3"""
"""238""","""Suite""","""1""","""MS 14/46""","""MS 4 D/22a""","""3""","""1""",,"""4""","""<p>2 ff.</p>""","""3""","""1""",,"""1""",,,"""1""",,,,"""1""",,"""<p>Regarder la page pr&eacute;c&eacute;dente, deux notes &agrave; d&eacute;terminer.</p>""","""<p>&Eacute;bauche d&rsquo;un texte in&eacute;dit sur Ramuz.</p>""",,"""1"""
"""239""","""[M. ch. filleul et vous chère]""","""1""","""MS 14/46""","""MS 4 D/22a""","""3""","""1""",,"""4""","""<p>1 f.</p>""","""3""","""1""",,"""1""",,"""1948""","""1""",,,,"""1""",,"""<p>Discours in&eacute;dit (voir fiche 127), retranscrit.</p>""","""<p>&Eacute;bauche d&rsquo;un discours de Roud pour le mariage de son filleul.</p>""",,"""1"""
"""242""","""[Pour le poème final…]""","""1""","""MS 14/79bis""",,"""1""","""1""",,"""1""",,"""3""","""1""",,"""1""","""1966 *""",NULL,"""0""",,,"""517""","""0""",,,"""Transcription de la note : ""Pour le poème: vers libre, régulier, prose très dense rythmiquement. / Le bleu / de la petite anémone apennine / s&rsquo;étoile""",,"""2"""
"""245""","""Campagne perdue""","""1""","""MS 14/85 bis""","""MS 4 F/33a""","""1""","""1""",,"""1""","""<p>2 ff.</p>""","""5""","""3""",,"""1""","""1968 *""",,"""1""",,,"""518""","""1""",,,"""<p>Essai de mis en page de titre, et de d&eacute;dicace. Sur les m&ecirc;mes feuillets, figurent des notes de journal, de 1968.</p>""",,"""1"""
"""247""","""""Commissions restantes""""","""1""",,"""CG 305""","""13""","""1""",,"""1""","""<p>1 f. Au verso d&rsquo;une lettre d&rsquo;Emile l&rsquo;Hoste.</p>""","""1""","""6""",,"""1""",,"""1929""","""2""",,,,"""1""",,,"""<p>Dans cette liste &agrave; commissions, Gustave Roud pr&eacute;voit d&rsquo;acheter des chocolats pour sa soeur Madeleine, et aussi des cigares ou des cigarettes pour Aim&eacute;, le personnage qu&rsquo;il a invent&eacute;. D&rsquo;o&ugrave; un vertige entre fiction et r&eacute;alit&eacute;.</p>""",,"""1"""
"""252""","""""à Fernand Cherpillod""""","""1""","""MS 14 carnet 19bis""",,"""1""","""1""",,"""3""","""Bloc-notes, 1 f.""","""1""","""6""",,"""1""","""1940, vers""",NULL,"""0""",,,"""508""","""0""",,,,,"""2"""
"""253""","""""Poussin""""","""1""","""MS 14 carnet 23""","""MS 4 E/4a""","""2""","""1""",,"""3""","""<p>1 f.</p>""","""3""","""1""",,"""1""","""1950 *""",,"""1""",,,,"""1""",,"""<p>Retranscrit dans les in&eacute;dits</p>""",,,"""3"""
"""254""","""Gaulois et Celtiques""","""1""","""MS 14 carnet 17""","""MS 4 E/11a""","""13""","""1""",,"""3""","""<p>2 ff.</p>""","""4""","""3""",,"""1""",,"""1955""","""4""",,,,"""1""",,,"""<p>Notes prises dans un bloc-notes, entre une note 1955 et autre de 1963</p>""",,"""2"""
"""255""","""Mobilisation de grève. Novembre 18.""","""1""","""MS 14 carnet 15""","""BIO 54""","""13""","""1""",,"""3""","""Bloc-notes""","""1""","""6""","""Crayon violet""","""1""","""1918""",NULL,"""0""",,,"""0""","""0""",,,"""Croquis (de Roud?), citations latines et ""Notes sur l’oeuvre de Thucydide""

""Cette vieille ivresse des dimanches, vers le soir, quand –
Présences""""",,"""3"""
"""256""","""Schöne Müllerin""","""1""","""MS 14 carnet 14bis""","""MS 4 B/17a""","""4""","""1""",,"""8""","""<p>19v</p>""","""3""","""3""",,"""1""",,"""1930""","""2""",,,,"""18""",,,"""<p>Note sur Die Sch&ouml;ne M&uuml;llerin:</p>
<p>""Sch&ouml;ne M&uuml;llerin</p>
<p>Epigraphes:</p>
<p>Vous demandez quels sont les acteurs de mon drame?</p>
<p>S&rsquo;il n&rsquo;en est qu&rsquo;un les Muses me pardonnent </p>
<p>C&rsquo;est un jeune valet meunier aux cheveux blonds.</p>
<p>W. M.</p>
<p>Traduire: La Halte</p>
<p>Am Feierabend?</p>
<p>mais que choisir? C&rsquo;est d&eacute;sesp&eacute;rant de sentir son impuissance de traducteur!</p>
<p>Je suis au banc du moulin. Il fait de plus en plus sombre, c&rsquo;est la nuit ou la pluie, je ne sais&hellip;</p>
<p>Le grand-p&egrave;re B. est venu s&rsquo;asseoir un moment et m&rsquo;a tendu la main.""</p>""",,"""5"""
"""257""","""Colporteurs italiens""","""1""","""MS 14 carnet 13""","""MS 4 B/12a""","""2""","""1""",,"""3""",,"""1""","""6""","""<p>Crayon, violet</p>""","""1""",,"""1926""","""2""",,,,"""1""",,,"""<p>Bloc-notes contenant des notes (en partie biff&eacute;es) exprimant des id&eacute;es qu&rsquo;on retrouve dans Adieu (Th&eacute;voz, Estavayer, ""Toute une nuit m&rsquo;attend pleine de ta pr&eacute;sence"") et dans le Petit Trait&eacute; de la marche en plaine.</p>
<p>Avec deux dessins (armoirie et inscription).</p>""",,"""3"""
"""258""","""[j’ai cueilli quatre tiges de pulmonaires…]""","""1""","""MS 14 carnet 14""","""MS 4 B/11a""","""2""","""1""",,"""3""",,"""1""","""1""","""<p>Plume, noir</p>""","""1""","""1926-05-30 – 1931-06-21""",,"""1""",,,,"""1""",,,,,"""2"""
"""259""","""[Je m’assieds, coeur battant…]""","""1""","""MS 14 carnet 11""","""MS 4 B/5a""","""2""","""1""",,"""3""",,"""1""","""6""",,"""1""",,"""1923""","""2""",,,,"""1""",,,"""<p>Le carnet contient plusieurs croquis d&rsquo;oeuvres d&rsquo;Auberjonois.</p>""",,"""2"""
"""262""","""""Seiler – 19""""","""1""",,"""CG 394/1""","""3""","""1""",,"""5""",,"""1""","""6""",,"""1""",,"""1949-05-10""","""4""",,,,"""1""",,"""<p>Enveloppe d&rsquo;une lettre envoy&eacute;e par Henri Perrochon le 10 mai 1949.</p>""","""<p>Liste des expositions de Steven-Paul Robert, de la premi&egrave;re &agrave; la Galerie Seiler en 1919, &agrave; la derni&egrave;re en date, en 1949 &agrave; Berne.</p>""",,"""3"""
"""263""","""""[mot illisible] les Auberjonois""""","""1""",,"""CG 394/2/34""","""3""","""1""",,"""5""",,"""3""","""1""",,"""1""",,"""1952-05-26""","""4""",,,,"""1""",,"""<p>Enveloppe d&rsquo;une lettre de Henri Perrochon du 26 mai 1952</p>""","""<p>Notes sur des tableaux d&rsquo;Auberjonois</p>""",,"""3"""
"""264""","""""[Il résulte de tout cela...]""""","""1""",,"""CG 394/2bis/74""","""4""","""1""",,"""5""",,"""4""","""3""",,"""1""",,"""1958-12-08""","""4""",,,,"""1""",,,"""<p>Br&egrave;ve &eacute;bauche de traduction, probablement pour Jakob Wyrsch, &laquo;&Uuml;ber Depressionen &raquo;, Documenta Geigy, Acta psychosomatica, n&deg; 1, 1958 (&agrave; confirmer).</p>""",,"""3"""
"""266""","""Ma colère contre Rivier""","""1""","""MS 14 carnet 9""","""MS 4 A/7a""","""3""","""1""",,"""3""","""<p>1 f.</p>""","""3""","""1""",,"""1""","""1923 *""",,"""1""",,,"""426""","""1""",,,,,"""3"""
"""267""","""[Maman !]""","""1""","""MS 14 carnet 9""","""MS 4 A/7a""","""2""","""1""",,"""3""","""<p>2 ff.</p>""","""1""","""6""",,"""1""","""1930-05, avant""",,"""1""",,,"""83""","""1""",,,,,"""3"""
"""268""","""[On a voulu restreindre ainsi le thème à Rome…]""","""1""","""Carton noir Jaccottet""","""MS 2 F/1a""","""3""","""1""",,"""1""","""<p>1 f. Au verso de la derni&egrave;re page du dactyl. de ""Portraits de fleurs"".</p>""","""3""","""1""",,"""1""",,"""1961""","""2""",,,,"""1""",,,"""<p>Notes qui justifient le th&egrave;me de Rome et un choix pour un ouvrage &agrave; identifier.</p>
<p>En lien avec le texte du Dr Naef, Rome vue par Ingres, que Roud contribue &agrave; traduire ?</p>""",,"""3"""
"""270""","""[Monsieur…]""","""1""",,"""CG 363/1""","""3""","""1""",,"""1""","""<p>Note au dos d&rsquo;une lettre de Georges Nicole dat&eacute;e du 26 novembre 1920</p>""","""1""","""6""",,"""1""",,"""1920-11-26""","""4""",,,,"""1""",,"""<p>Note &agrave; retranscrire !</p>""","""<p>Note difficilement lisible, mais il est question de Rivier, de ""peinture mystique"", ""extraordinaire banalit&eacute;"", ""impuissance &agrave; d&eacute;passer vraiment [mot illisible]"".</p>""",,"""3"""
"""272""","""[Pour l’article de ""juin ""]""","""1""",,"""CG 265""","""1""","""1""",,"""1""","""<p>Une note, au verso d&rsquo;une lettre de Philippe Jaccottet, dat&eacute;e du 10 juin 1942.</p>""","""3""","""1""",,"""1""",,"""1942-06-10""","""4""",,,,"""1""",,,"""<p>Une courte note: ""Pour l&rsquo;art. de ""juin"". Trouver milieu &ndash; bord de route, banc, etc. &ndash; d&rsquo;o&ugrave; je vois ""passer"" les gens et les choses du mois &ndash; chars, (retour d&rsquo;un char, etc.)"" Elle se rapporte peut-&ecirc;tre au texte ""L&rsquo;amour des Fleurs"", publi&eacute; la m&ecirc;me ann&eacute;e, ou de ""Pr&eacute;sence &agrave; Port-des-Pr&eacute;s"", l&rsquo;ann&eacute;e suivante.</p>""",,"""1"""
"""273""","""[Le bonheur d’un ami…]""","""1""",,"""CG 265/3""","""13""","""1""",,"""1""","""<p>1 f.</p>""","""3""","""1""",,"""1""",,,"""1""",,,,"""1""",,,"""<p>Texte de Roud ins&eacute;r&eacute; dans ses lettres &agrave; Jaccottet avec la mention : ""Notes pour un discours, adress&eacute; &agrave; Philippe Jaccottet (&agrave; son mariage ?)""</p>""",,"""3"""
"""274""","""[Doch göttlich…]""","""1""",,"""CG 265/2""","""4""","""1""",,"""1""","""<p>1 f.</p>""","""5""","""2""","""<p>Stylo feutre noir</p>""","""1""",,"""1966-05""","""4""",,,,"""1""",,"""<p>Texte &agrave; identifier</p>""",,,"""3"""
"""275""","""[mot illisible] à la Quête B. O.""","""1""",,"""CG 265""","""1""","""1""",,"""5""","""<p>Sur l&rsquo;enveloppe d&rsquo;une lettre de Philippe Jacottet, post&eacute;e le 27.06.1951.</p>""","""4""","""3""",,"""1""",,"""1951-06-27""","""4""",,,"""517""","""1""",,,"""<p>Reprend des passage de ""D&rsquo;une qu&ecirc;te"" paru dans la revue Botteghe oscure, en 1950. Avec un commentaire.</p>""",,"""1"""
"""276""","""[I. Virgile…]""","""1""",,"""CG 479/3""","""13""","""1""","""oui""","""6""","""<p>Lettre de Jacques Secretan annot&eacute;e par Roud</p>""","""1""","""6""","""<p>Plume &agrave; encre noire; crayon violet, crayon jaune</p>""","""1""",,"""1915""","""2""",,,,"""1""",,,"""<p>Liste num&eacute;rot&eacute;e d&rsquo;auteurs et/ou d&rsquo;ouvrages de l&rsquo;Antiquit&eacute;: ""I.Virgile; II En&eacute;ide; III Horace, La vie et les Satires; IV Les odes et les &lt;&eacute;podes&gt;; V Tacite -vie, dialogues.-; VI Vie d&rsquo;Agricola en Germanie; VII Les histoires ??; 8 <u> S&eacute;n&egrave;que</u>, vie ?; 9. le philosophe; 10. enseignement; 11. Martial.; 12. P&eacute;trone.; 13 Catulle; 14 Tibulle et Properce.; 15 Lucr&egrave;ce; 16. Cic&eacute;ron et le ?? &agrave; R. vie priv&eacute;e.; 17. Les &eacute;crits philosophiques.; 18. Pline le jeune [biff&eacute;]; 19. Perse ou Juv&eacute;nal [biff&eacute;] ; 20. Juv&eacute;nal</p>""",,"""2"""
"""277""","""I. [I Sur Platon et les classiques chinois…]""","""1""",,"""CG 481/4""","""13""","""1""","""oui""","""1""","""<p>Lettre de Jacques Secr&eacute;tan annot&eacute;e par Roud</p>""","""3""","""1""",,"""1""",,"""1951-05-14""","""4""",,,,"""1""",,,"""<p>Parties num&eacute;rot&eacute;es d&rsquo;un ouvrage, ""Confucius et la Morale de l&rsquo;excellence"", par Henri Rohrer, qui passe par Roud pour placer son ouvrage chez Mermod ou &agrave; la Guilde (en vain). Une partie du livre para&icirc;t dans la revue Esprit. 19&deg; ann&eacute;e, n&deg; 4, avril 1951. Titres de parties: I Sur Platon et les classiques Chinois; II Sur les id&eacute;aux et la dur&eacute;e des civilisations ; III Sur la Paix romaine; IV Sur la querelle des rites; V Sur l&rsquo;id&eacute;al de Justice; VI Sur l&rsquo;Europe chr&eacute;tienne et la civilisation chr&eacute;tienne; VII Sur la dur&eacute;e Chinoise. Suivant les inscriptions en marge de gauche, certaines parties ont d&eacute;j&agrave; &eacute;t&eacute; faites, d&rsquo;autres sont ""&agrave; faire"", et certaines ont &eacute;t&eacute; faites par le professeur Philippe Meylan.</p>""",,"""2"""
"""278""","""Rilke""","""1""",,"""CG 485/120""","""4""","""1""",,"""1""","""<p>Dos d&rsquo;une enveloppe Lettre de Daniel Simond du 7 ao&ucirc;t 1939</p>""","""1""","""6""",,"""1""",,"""1939-08""","""4""",,,,"""1""",,"""<p>Retranscription : Rilke La ferveur de ceux qui aiment o&ugrave; l&rsquo;entra&icirc;neront ses sympathies pr&eacute;c&eacute;der = guider (?) au royaume de la f&eacute;licit&eacute; chercher le mot [mot illisible] maint spectacle : maint sujet de contemplation</p>""","""<p>Fragments de traduction et remarques sur Rilke, dont il est question dans la lettre de Simond</p>""",,"""3"""
"""279""","""[Parais, feu !]""","""1""",,"""CG 485/151""","""13""","""1""",,"""1""","""<p>Au dos d&rsquo;une enveloppe Lettre de Daniel Simond, 22 mars 1942</p>""","""1""","""6""",,"""1""",,"""1942-03""","""4""",,,,"""1""",,"""<p>Transcription : Parais, feu ! Le d&eacute;sir est en nous De contempler le jour Et lorsque l&rsquo;&eacute;preuve A travers&eacute; [mots illisibles] Un homme peut</p>""","""<p>Texte &agrave; identifier : traduction ? &eacute;bauche de po&egrave;me ?</p>""",,"""3"""
"""282""","""[Notes pour reconstruire le petit orchestre]""","""1""",,"""CG 446""","""2""","""1""",,"""1""","""<p>Au verso d&rsquo;une lettre de Henri Rohrer, dat&eacute;e du 13 d&eacute;cembre 1919</p>""","""1""","""6""",,"""1""",,"""1919-12-13""","""4""",,,,"""1""",,,"""<p>Une version a &eacute;t&eacute; publi&eacute;e dans Journal, Editions Empreintes, 2004, vol. I, p. 128, sous le titre ""Petites notes retrouv&eacute;es"".</p>""",,"""1"""
"""283""","""[Il fallait attendre…]""","""1""",,"""CG 531/16""","""13""","""1""",,"""5""",,"""3""","""3""",,"""1""",,"""1968-08-07""","""4""",,,,"""1""",,,"""<p>Il fallait attendre ici d&rsquo;xxxxxx le retour de la vision.</p>""",,"""2"""
"""284""","""[Mon émotion à recevoir…]""","""1""",,"""CD 5/10-11""","""13""","""1""",,"""5""",,"""3""","""1""",,"""1""","""1957-04, vers""",,"""1""",,,,"""1""",,,"""<p>Notes en lien avec un discours tenu au Cr&ecirc;t-B&eacute;rard? ""mon &eacute;motion &agrave; recevoir / cet hommage - / importance de la f&ecirc;te / insister sur ce caract&egrave;re de f&ecirc;te / succession en v&eacute;ritables rencontres / le jeune po&euml;te xxx les soirs xxx entendus et leur xxxxxxx soutenus par xxxx notations abstraites""</p>""",,"""2"""
"""285""","""[les divers degrés d’existence]""","""1""",,"""CRJ 32""","""13""","""2""",,"""1""","""<p>Trois notes.</p>""","""3""","""1""",,"""1""",,"""1972""","""2""",,,,"""1""",,,"""<p>R&eacute;ponses &eacute;bauch&eacute;es de Gustave Roud a un interview sur sa po&eacute;sie. Trois notes. Pour la revue ""Matulu"", trouv&eacute; dans la correspondance avec Jean-Pierre Martinet.</p>""",,"""1"""
